Profile ID,Access Custom Mobile Apps,Access to view Data Assessment,Activate Contracts,Activate Orders,Allow Inclusion of Code Snippets from UI,Allow View Knowledge,API Enabled,Assign Permission Sets,Assign Topics,Author Apex,Bulk API Hard Delete,Can Approve Feed Post and Comment,Chatter Internal User,Configure Custom Recommendations,Connect Organization to Environment Hub,Convert Leads,Create and Customize Dashboards,Create and Customize List Views,Create and Customize Reports,Create and Own New Chatter Groups,Create and Set Up Experiences,Create AppExchange Packages,Create Content Deliveries,Create custom Badge Definitions,Create Dashboard Folders,Create Libraries,Create Public Links,Create Report Folders,Create Topics,Created By ID,Created Date,Customize Application,Delete Activated Contracts,Delete Topics,Description,Download AppExchange Packages,Download Tableau CRM Data,Drag-and-Drop Dashboard Builder,Edit Activated Orders,Edit Case Comments,Edit Events,Edit HTML Templates,Edit My Dashboards,Edit My Own Posts,Edit My Reports,Edit Opportunity Product Sales Price,Edit Posts on Records I Own,Edit Read Only Fields,Edit Tasks,Edit Topics,Email Administration,Email-Based Identity Verification Option,Enable WDC,Enable WDC Calibration,Export Reports,Files Connect Cloud,Files Connect On-premises,Import Custom Objects,Import Leads,Import Personal Contacts,Import Solutions,Insert System Field Values for Chatter Feeds,Invite Customers To Chatter,Knowledge One,Last Modified By ID,Last Modified Date,Last Referenced Date,Last Viewed Date,Lightning Experience User,Manage All Private Reports and Dashboards,Manage Articles,Manage Auth. Providers,Manage Business Hours Holidays,Manage Call Centers,Manage Cases,Manage Categories,Manage Chatter Messages and Direct Messages,Manage Connected Apps,Manage Content Permissions,Manage Content Properties,Manage Custom Permissions,Manage Custom Report Types,Manage Dashboards in Public Folders,Manage Data Categories,Manage Data Integrations,Manage Dynamic Dashboards,Manage Email Client Configurations,Manage Email Templates,Manage Encryption Keys,Manage Entitlements,Manage Experiences,Manage Flow,Manage Internal Users,Manage IP Addresses,Manage Knowledge Article Import/Export,Manage Leads,Manage Letterheads,Manage Lightning Sync,Manage Login Access Policies,Manage Macros Users Can't Undo,Manage Mobile Configurations,Manage Multi-Factor Authentication in API,Manage Multi-Factor Authentication in User Interface,Manage Password Policies,Manage Profiles and Permission Sets,Manage Promoted Search Terms,Manage Public Classic Email Templates,Manage Public Documents,Manage Published Solutions,Manage record types and layouts for Files,Manage Reporting Snapshots,Manage Reports in Public Folders,Manage Roles,Manage Salesforce CRM Content,Manage Salesforce Knowledge,Manage Session Permission Set Activations,Manage Sharing,Manage Synonyms,Manage Translation,Manage Unlisted Groups,Manage Users,Mass Edits from Lists,Mass Email,Merge Topics,Moderate Chatter,Moderate Experience Cloud Site Users,Modify All Data,Modify Secure Agents,Multi-Factor Authentication for API Logins,Multi-Factor Authentication for User Interface Logins,Name,Password Never Expires,Report Builder,Require Flow User Feature License,Reset User Passwords and Unlock Users,Run Flows,Run Macros on Multiple Records,Run Reports,Sales Console,Schedule Reports,Select Files from Salesforce,Send announcement emails,Send Email,Send Outbound Messages,Send Stay-in-Touch Requests,Share internal Knowledge articles externally,Show Custom Sidebar On All Pages,System Modstamp,Transfer Cases,Transfer Leads,Transfer Record,Upload AppExchange Packages,Use Einstein Activity Capture,Use Identity Connect,Use Identity Features,Use Team Reassignment Wizards,User License ID,User Type,View All Data,View All Users,View Content in Portals,View Dashboards in Public Folders,View Data Categories in Setup,View Encrypted Data,View Event Log Files,View Help Link,View Login Forensics Events,View My Team's Dashboards,View Real-Time Event Monitoring Data,View Reports in Public Folders,View Setup and Configuration,Weekly Data Export,UserLicense.User License ID,LastModifiedBy.User ID
"00e5e000000zEG2AAM","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","true","0055e000005DbAMAA0","07/29/2021T09:45:55.000Z","false","false","false","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","true","false","false","false","false","false","false","false","false","false","false","true","0055e000005DbAMAA0","08/18/2021T13:34:24.000Z","07/30/2021T09:32:26.000Z","07/30/2021T09:32:26.000Z","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","Customer Portal Manager Custom","false","false","false","false","false","false","false","false","false","true","false","false","true","false","false","false","08/18/2021T13:34:24.000Z","false","false","false","false","false","false","false","false","1005e0000009SbkAAE","PowerCustomerSuccess","false","false","false","false","false","false","false","false","false","false","false","false","false","false","1005e0000009SbkAAE","0055e000005DbAMAA0"
"00e5e000000zEG3AAM","false","false","false","false","false","false","true","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","true","false","false","false","true","false","true","0055e000005DbAMAA0","07/29/2021T09:45:55.000Z","false","false","false","","false","false","false","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","true","false","0055e000005DbAMAA0","08/16/2021T18:39:08.000Z","","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","Identity User","false","false","true","false","false","false","false","false","false","true","false","false","false","false","false","false","08/16/2021T18:39:08.000Z","false","false","false","false","false","false","true","false","1005e0000009SblAAE","Standard","false","false","false","false","false","false","false","true","false","false","false","false","false","false","1005e0000009SblAAE","0055e000005DbAMAA0"
"00e5e000000zEG4AAM","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","true","0055e000005DbAMAA0","07/29/2021T09:45:55.000Z","false","false","false","","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","true","false","true","false","false","false","false","false","false","false","false","false","false","true","0055e000005DbAMAA0","08/18/2021T13:34:24.000Z","","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","Customer Community Plus User","false","false","false","false","true","false","false","false","false","true","false","false","true","false","false","false","08/18/2021T13:34:24.000Z","false","false","false","false","false","false","false","false","1005e0000009SbmAAE","PowerCustomerSuccess","false","false","false","false","false","false","false","false","false","false","false","false","false","false","1005e0000009SbmAAE","0055e000005DbAMAA0"
"00e5e000000zEG5AAM","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","0055e000005DbAMAA0","07/29/2021T09:45:55.000Z","false","false","false","","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","true","false","true","false","false","false","false","false","false","false","false","false","false","false","0055e000005DbAMAA0","08/18/2021T13:34:24.000Z","","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","Silver Partner User","false","false","false","false","false","false","true","false","false","true","false","false","true","false","false","false","08/18/2021T13:34:24.000Z","false","false","false","false","false","false","false","false","1005e0000009SbnAAE","PowerPartner","false","false","false","false","false","false","false","false","false","false","false","false","false","false","1005e0000009SbnAAE","0055e000005DbAMAA0"
"00e5e000000zEG6AAM","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","0055e000005DbAMAA0","07/29/2021T09:45:55.000Z","false","false","false","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","true","0055e000005DbAMAA0","08/18/2021T13:34:24.000Z","","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","High Volume Customer Portal","false","false","false","false","false","false","false","false","false","true","false","false","true","false","false","false","08/18/2021T13:34:24.000Z","false","false","false","false","false","false","false","false","1005e0000009SboAAE","CspLitePortal","false","false","false","false","false","false","false","false","false","false","false","false","false","false","1005e0000009SboAAE","0055e000005DbAMAA0"
"00e5e000000zEG7AAM","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","false","false","true","0055e000005DbAMAA0","07/29/2021T09:45:55.000Z","false","false","false","","false","false","false","false","false","false","false","false","false","false","true","false","false","true","true","true","false","true","false","false","false","false","false","false","false","false","false","false","true","0055e000005DbAMAA0","08/18/2021T13:34:24.000Z","","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","Gold Partner User","false","false","false","false","false","false","true","false","false","true","false","false","true","false","false","false","08/18/2021T13:34:24.000Z","false","false","false","false","false","false","false","false","1005e0000009SbpAAE","PowerPartner","false","false","false","false","false","false","false","false","false","false","false","false","false","false","1005e0000009SbpAAE","0055e000005DbAMAA0"
"00e5e000000zEG8AAM","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","true","0055e000005DbAMAA0","07/29/2021T09:45:55.000Z","false","false","false","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","true","false","false","false","false","false","false","false","false","false","false","true","0055e000005DbAMAA0","08/18/2021T13:34:24.000Z","","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","Customer Portal Manager Standard","false","false","false","false","false","false","false","false","false","true","false","false","true","false","false","false","08/18/2021T13:34:24.000Z","false","false","false","false","false","false","false","false","1005e0000009SbqAAE","PowerCustomerSuccess","false","false","false","false","false","false","false","false","false","false","false","false","false","false","1005e0000009SbqAAE","0055e000005DbAMAA0"
"00e5e000000zEG9AAM","true","false","false","false","false","true","true","false","true","false","false","false","true","false","false","false","false","true","false","true","false","false","true","false","false","false","true","false","true","0055e000005DbAMAA0","07/29/2021T09:45:55.000Z","false","false","false","","false","false","false","false","false","true","false","false","true","false","false","false","false","true","true","true","false","false","false","true","false","false","false","false","true","false","false","true","true","0055e000005DbAMAA0","08/16/2021T18:39:08.000Z","","","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","Force.com - App Subscription User","false","false","true","false","false","false","true","false","false","true","false","true","true","false","false","false","08/16/2021T18:39:08.000Z","false","false","false","false","false","false","false","false","1005e0000009SbrAAE","Standard","false","false","false","false","false","false","false","true","false","false","false","false","true","false","1005e0000009SbrAAE","0055e000005DbAMAA0"
"00e5e000000zEGAAA2","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","true","0055e000005DbAMAA0","07/29/2021T09:45:55.000Z","false","false","false","","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","true","false","true","false","false","false","false","false","false","false","false","false","false","true","0055e000005DbAMAA0","08/18/2021T13:34:24.000Z","","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","Customer Community Plus Login User","false","false","false","false","true","false","false","false","false","true","false","false","true","false","false","false","08/18/2021T13:34:24.000Z","false","false","false","false","false","false","false","false","1005e0000009SbsAAE","PowerCustomerSuccess","false","false","false","false","false","false","false","false","false","false","false","false","false","false","1005e0000009SbsAAE","0055e000005DbAMAA0"
"00e5e000000zEGBAA2","true","false","false","false","false","true","true","false","true","false","false","false","true","false","false","false","false","true","false","true","false","false","true","false","false","false","true","false","true","0055e000005DbAMAA0","07/29/2021T09:45:55.000Z","false","false","false","","false","false","false","false","false","true","false","false","true","false","false","false","false","true","true","true","false","false","false","true","false","false","false","false","true","false","false","true","true","0055e000005DbAMAA0","08/16/2021T18:39:08.000Z","","","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","Partner App Subscription User","false","false","true","false","false","false","true","false","false","true","false","true","true","false","false","false","08/16/2021T18:39:08.000Z","false","false","false","false","false","false","false","false","1005e0000009SbtAAE","Standard","false","false","false","false","false","false","false","true","false","false","false","false","true","false","1005e0000009SbtAAE","0055e000005DbAMAA0"
"00e5e000000zEGCAA2","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","0055e000005DbAMAA0","07/29/2021T09:45:55.000Z","false","false","false","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","false","false","false","false","false","false","true","0055e000005DbAMAA0","08/18/2021T13:34:24.000Z","","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","External Identity User","false","false","false","false","false","false","false","false","false","true","false","false","true","false","false","false","08/18/2021T13:34:24.000Z","false","false","false","false","false","false","true","false","1005e0000009SbuAAE","CspLitePortal","false","false","false","false","false","false","false","false","false","false","false","false","false","false","1005e0000009SbuAAE","0055e000005DbAMAA0"
